id_devolucao;numero_nf_origem;data_devolucao;valor_devolvido;motivo_devolucao;responsavel;status_devolucao;observacao
DEV-00557;NF-103672;03/03/2026;247.50;Cliente desistiu;Cliente;Pendente;
DEV-00558;NF-101330;04/04/2025;25.25;Preço/negociação;Cliente;Confirmada;verificar se abate comissão
DEV-00559;NF-100657;;17.46;Avaria;Qualidade;confirmada ;aguardando NF de entrada
DEV-00560;NF-109589;28/10/2025;222.55;erro pedido;Comercial;Confirmada;verificar se abate comissão
DEV-00561;NF-100364; 21/06/2025 ;160.11;Preço/negociação;Não definido;Confirmada;verificar se abate comissão
DEV-00562;NF-104407;22/05/2025; 70.25 ;erro pedido;Cliente;Confirmada;devolução parcial
DEV-00563;NF-102235;2026-01-17;131.02;Preço/negociação;Expedição;Cancelada;devolução parcial
DEV-00564;NF-103237;2025-09-13;R$ 23,24;Produto divergente;Expedição;confirmada ;aguardando NF de entrada
DEV-00565;NF-109324;04/04/2025;1323.87;Erro de pedido;Qualidade;Confirmada;lançada no mês seguinte
DEV-00566;NF-101416;08/08/2025;9.28;Preço/negociação;comercial;Confirmada;
DEV-00567;NF-106784;16/05/2025;2.77;Qualidade;Qualidade;Confirmada;aguardando NF de entrada
DEV-00568;NF-105199;2025-08-26;192.50;qualidade ;Cliente;Confirmada;lançada no mês seguinte
DEV-00569;NF-101274;02/02/26;0.78;qualidade ;Expedição;Confirmada;verificar se abate comissão
DEV-00570;NF-106406;13/06/2026;R$ 145,32;Qualidade;comercial;confirmada ;lançada no mês seguinte
DEV-00571;NF-101298;2026-04-21;3.40;Quebra/Avaria;Expedição;Confirmada;verificar se abate comissão
DEV-00572;NF-101557;18-10-25;68,65;Preço/negociação;Qualidade;Cancelada;lançada no mês seguinte
DEV-00573;NF-101777;18/06/2026;2.62;erro pedido;Qualidade;Pendente;devolução parcial
DEV-00574;NF-105233;07-08-25;1.09;Cliente desistiu;comercial;Confirmada;
DEV-00575;NF-110459;02-09-25;165.95;Avaria;Logística;Cancelada;lançada no mês seguinte
DEV-00576;NF-109772;09/03/2025;29.81;Erro de pedido;Qualidade;confirmada ;lançada no mês seguinte
DEV-00577;NF-107675;18/09/2025;27,96;Produto divergente;Qualidade;confirmada ;
DEV-00578;NF-100254;2025-05-15;1.84;Produto divergente;comercial;Confirmada;verificar se abate comissão
DEV-00579;NF-104390;27/06/26; 60.13 ;Produto divergente;Qualidade;Cancelada;
DEV-00580;NF-107210;04/11/2025;178.97;Avaria;comercial;Confirmada;aguardando NF de entrada
DEV-00581;NF-103308;2025-10-19;21.97;qualidade ;Comercial;Pendente;aguardando NF de entrada
DEV-00582;NF-106781;2025-03-27;1.98;Cliente desistiu;Logística;Confirmada;devolução parcial
DEV-00583;NF-105489;;30,08;erro pedido;Logística;Confirmada;verificar se abate comissão
DEV-00584;NF-107330;13/05/2025;534,54;Qualidade;Comercial;Confirmada;verificar se abate comissão
DEV-00585;NF-109138;03/12/2025; 46.33 ;Qualidade;Qualidade;Confirmada;aguardando NF de entrada
DEV-00586;NF-110836;02/02/2026;596.57;qualidade ;Não definido;confirmada ;lançada no mês seguinte
DEV-00587;NF-109760;01/01/2026;R$ 129,00;Quebra/Avaria;Logística;Confirmada;verificar se abate comissão
DEV-00588;NF-111439;2026-03-16;34.77;Preço/negociação;Cliente;Confirmada;aguardando NF de entrada
DEV-00589;nf-101910;16/04/2026;19,39;Qualidade;Logística;Cancelada;aguardando NF de entrada
DEV-00590;NF-103129;;123.86;Quebra/Avaria;comercial;Pendente;verificar se abate comissão
DEV-00591;nf-104107;18/06/2025;36.04;Quebra/Avaria;Não definido;Confirmada;devolução parcial
DEV-00592;NF-110248;30-11-25;74.00;Preço/negociação;Logística;confirmada ;devolução parcial
DEV-00593;NF-110431;31/08/2026;41.97;Cliente desistiu;Não definido;confirmada ;lançada no mês seguinte
DEV-00594;NF-109646;2026-04-25;0.81;qualidade ;Qualidade;Confirmada;aguardando NF de entrada
DEV-00595;NF-100871;2025-01-19;61.96;qualidade ;Logística;Confirmada;lançada no mês seguinte
DEV-00596;NF-107101;26/05/26;39.59;Qualidade;Não definido;Confirmada;aguardando NF de entrada
DEV-00597;NF-104975;23/05/2026;71,53;erro pedido;Cliente;Cancelada;verificar se abate comissão
DEV-00598;NF-101861;08/06/2026;105.09;Avaria;Não definido;Pendente;aguardando NF de entrada
DEV-00599;NF-107351;07/03/2026;309.71;Quebra/Avaria;Qualidade;confirmada ;verificar se abate comissão
DEV-00600;NF-109298;2025-08-04;110.28;Erro de pedido;Qualidade;Pendente;devolução parcial
DEV-00601;NF-104956; 07/02/2026 ;416,89;erro pedido;Não definido;Cancelada;aguardando NF de entrada
DEV-00602;NF-107749;03/05/2025;40.78;Produto divergente;Cliente;Confirmada;aguardando NF de entrada
DEV-00603;NF-102449;28/05/2025;1263.87;Quebra/Avaria;Expedição;Cancelada;aguardando NF de entrada
DEV-00604;NF-101427;13/12/2025;497.06;erro pedido;Qualidade;Cancelada;devolução parcial
DEV-00605;NF-102480;sem data;52.53;Avaria;Logística;Confirmada;devolução parcial
DEV-00606;NF-101673;2025-11-13;77,35;Avaria;Comercial;Confirmada;devolução parcial
DEV-00607;NF-102010; 24/02/2026 ;278.74;Quebra/Avaria;comercial;Confirmada;devolução parcial
DEV-00608;NF-102838;28/04/2026;45.38;Quebra/Avaria;Logística;confirmada ;
DEV-00609; NF-102489 ;2026-02-28;39.46;Avaria;comercial;Confirmada;
DEV-00610; NF-103767 ;13/08/2025;1235.16;erro pedido;Comercial;Confirmada;lançada no mês seguinte
DEV-00611;NF-106073;27/05/2026;90.53;Preço/negociação;Comercial;Confirmada;devolução parcial
DEV-00612;NF-102363;02-11-25;108.00;qualidade ;Cliente;Confirmada;verificar se abate comissão
DEV-00613;NF-104734;19-04-26;49,72;Cliente desistiu;Não definido;Confirmada;devolução parcial
DEV-00614;NF-102962;29-11-25;46.73;qualidade ;comercial;Pendente;lançada no mês seguinte
DEV-00615;NF-107963; 15/05/2025 ;229.46;Produto divergente;Não definido;Confirmada;devolução parcial
DEV-00616;NF-102120;2025-11-18;152,28;Cliente desistiu;Logística;Confirmada;aguardando NF de entrada
DEV-00617;NF-104878;24/11/2025;123.54;qualidade ;Qualidade;Pendente;devolução parcial
DEV-00618;NF-107546;2026-06-10; 40.72 ;Produto divergente;comercial;Confirmada;aguardando NF de entrada
DEV-00619;NF-103166;2026-01-31;2.92;Cliente desistiu;Logística;Confirmada;lançada no mês seguinte
DEV-00620;NF-109339;04/12/2025;R$ 59,46;Avaria;Cliente;Confirmada;verificar se abate comissão
DEV-00621;NF-101881;13/02/26;173.22;Preço/negociação;Expedição;confirmada ;devolução parcial
DEV-00622;;07/02/2026;118.77;Cliente desistiu;Comercial;Confirmada;lançada no mês seguinte
DEV-00623;NF-104293;16/09/2025;260.14;Qualidade;Logística;confirmada ;
DEV-00624;NF-109989;2025-06-05;131.78;Produto divergente;Cliente;Cancelada;
DEV-00625;NF-105302;30/01/2025;47.80;erro pedido;Comercial;Confirmada;aguardando NF de entrada
DEV-00626;NF-109355;04/11/2025;79.14;Produto divergente;Expedição;Confirmada;lançada no mês seguinte
DEV-00627;NF-107495;19/05/2025;2522.08;erro pedido;Qualidade;confirmada ;lançada no mês seguinte
DEV-00628;NF-104657; 06/12/2025 ;R$ 19,63;Quebra/Avaria;Comercial;Confirmada;verificar se abate comissão
DEV-00629;NF-111261;sem data;1.54;Produto divergente;Expedição;Cancelada;devolução parcial
DEV-00630; NF-100892 ;26-09-25;68.42;Produto divergente;Logística;confirmada ;
DEV-00631;NF-105841;23/05/2025;R$ 122,37;Cliente desistiu;Não definido;Confirmada;devolução parcial
DEV-00632;NF-104875;21/03/2025;R$ 9,75;Produto divergente;Logística;Confirmada;devolução parcial
DEV-00633;NF-108043;31/07/2026;42.96;erro pedido;Não definido;Confirmada;lançada no mês seguinte
DEV-00634;NF-108092;2025-04-07;283.47;Preço/negociação;Cliente;Confirmada;
DEV-00635;NF-109763;16/03/2025;R$ 45,83;Qualidade;Qualidade;confirmada ;verificar se abate comissão
DEV-00636;NF-107473; 23/05/2025 ;3.12;erro pedido;Comercial;Confirmada;aguardando NF de entrada
DEV-00637;NF-109964; 01/08/2025 ;34,34;Quebra/Avaria;Não definido;Pendente;aguardando NF de entrada
DEV-00638;NF-108175;14/06/2026;50,80;Erro de pedido;comercial;confirmada ;devolução parcial
DEV-00639;NF-100466;23/03/2025;591.23;Qualidade;Cliente;Confirmada;aguardando NF de entrada
DEV-00640;NF-103247;14/11/2025;153.96;Erro de pedido;Qualidade;Confirmada;aguardando NF de entrada
DEV-00641;NF-108318;2025-10-22;370.58;Avaria;Cliente;confirmada ;devolução parcial
DEV-00642;NF-102588; 05/03/2026 ;566.77;Quebra/Avaria;Logística;Pendente;aguardando NF de entrada
DEV-00643;NF-101349;04/04/2026;R$ 27,11;erro pedido;Logística;Confirmada;devolução parcial
DEV-00644;NF-105731;2025-12-28;306.38;Quebra/Avaria;Expedição;Cancelada;devolução parcial
DEV-00645;NF-109939;2026-05-12;223.12;Qualidade;Não definido;confirmada ;aguardando NF de entrada
DEV-00646;NF-104749;2025-10-31;239.30;erro pedido;Comercial;Cancelada;aguardando NF de entrada
DEV-00647;NF-111865;12/01/2026;0.43;Erro de pedido;Expedição;Cancelada;devolução parcial
DEV-00648;NF-103352;03/03/2026; 5.42 ;Avaria;Expedição;Confirmada;lançada no mês seguinte
DEV-00649;NF-100826;03/06/2025;11.93;erro pedido;comercial;Cancelada;lançada no mês seguinte
DEV-00650;NF-103453;26/02/26;58.56;qualidade ;Qualidade;Confirmada;aguardando NF de entrada
DEV-00651;NF-100334;05/11/2025;11.34;qualidade ;Não definido;Confirmada;lançada no mês seguinte
DEV-00652;NF-110602;13/12/2025;156.29;erro pedido;Logística;Confirmada;aguardando NF de entrada
DEV-00653;NF-107290;19/07/2025;31.30;Quebra/Avaria;Expedição;Confirmada;aguardando NF de entrada
DEV-00654;NF-100014;2025-10-22;48.84;erro pedido;comercial;Confirmada;
DEV-00655;NF-102627;25/07/2025;145.85;Cliente desistiu;Qualidade;Confirmada;verificar se abate comissão
DEV-00656;NF-107690;18/09/2025; 41.91 ;Qualidade;Logística;Confirmada;lançada no mês seguinte
DEV-00657;NF-102659;22/12/2025;45.54;Qualidade;Cliente;Confirmada;lançada no mês seguinte
DEV-00658;NF-101678;11/04/2026;326.20;Qualidade;Qualidade;Confirmada;verificar se abate comissão
DEV-00659;NF-108075;15/12/2025;12.62;Cliente desistiu;Não definido;Confirmada;verificar se abate comissão
DEV-00660;NF-107673;19-07-25;R$ 3,84;qualidade ;Qualidade;Confirmada;verificar se abate comissão
DEV-00661;NF-100167; 23/11/2025 ;44.86;Erro de pedido;Comercial;confirmada ;lançada no mês seguinte
DEV-00662;NF-101701;2025-11-30;286.93;Avaria;Expedição;confirmada ;devolução parcial
DEV-00663;NF-103173;26/02/2026;467,29;Qualidade;Logística;Confirmada;lançada no mês seguinte
DEV-00664;NF-110198;13/09/2025; 18.33 ;Produto divergente;Logística;Confirmada;lançada no mês seguinte
DEV-00665;NF-100073;13/04/26;142.73;Avaria;Cliente;confirmada ;aguardando NF de entrada
DEV-00666;NF-111362;05/12/2025;38.10;Preço/negociação;Logística;Cancelada;devolução parcial
DEV-00667;NF-108310;18/05/2025;97.38;Avaria;Expedição;Confirmada;
DEV-00668;NF-109188;2026-02-15;50.32;Cliente desistiu;Logística;Confirmada;devolução parcial
DEV-00669;NF-100063;24/02/26;158.88;Preço/negociação;comercial;Pendente;aguardando NF de entrada
DEV-00670;NF-102495;26/07/2025;168.10;Produto divergente;comercial;Cancelada;aguardando NF de entrada
DEV-00671;NF-108847;28/04/26;19.28;Cliente desistiu;Cliente;Cancelada;lançada no mês seguinte
DEV-00672;NF-108810;20/02/2026;45.05;Preço/negociação;Cliente;confirmada ;lançada no mês seguinte
DEV-00673;NF-105971;29-07-26;36.96;Cliente desistiu;Logística;confirmada ;devolução parcial
DEV-00674;NF-102403;22/06/2025;239,06;Cliente desistiu;Expedição;Cancelada;devolução parcial
DEV-00675;NF-103926; 10/03/2026 ;421,63;erro pedido;Cliente;Confirmada;aguardando NF de entrada
DEV-00676;NF-110666;2026-01-04;552.98;Cliente desistiu;Logística;confirmada ;aguardando NF de entrada
DEV-00677;NF-101023;19/02/2025;24.25;Erro de pedido;Logística;Confirmada;aguardando NF de entrada
DEV-00678;NF-111066;02/06/2025; 1.23 ;Produto divergente;Não definido;Cancelada;
DEV-00679;NF-109971;22-10-25;0.47;Quebra/Avaria;Qualidade;Confirmada;lançada no mês seguinte
DEV-00680;NF-101772;12/11/2025;133.52;Produto divergente;Não definido;Confirmada;devolução parcial
DEV-00681;NF-101084;06/09/2025;39.12;Quebra/Avaria;Cliente;confirmada ;
DEV-00682;NF-109851;29/05/2026;3176.75;Preço/negociação;Qualidade;Cancelada;aguardando NF de entrada
DEV-00683;NF-102578;26/06/2026;43.53;qualidade ;comercial;Confirmada;aguardando NF de entrada
DEV-00684;NF-106823;03/04/2026;40.09;Produto divergente;Expedição;Confirmada;aguardando NF de entrada
DEV-00685;NF-106893;19/08/25;5.06;Erro de pedido;Não definido;confirmada ;devolução parcial
DEV-00686;NF-108815;26/10/25;68.93;Preço/negociação;Comercial;Pendente;
DEV-00687;nf-110731;02/09/2026;10,43;Erro de pedido;Comercial;confirmada ;lançada no mês seguinte
DEV-00688;NF-106715;06/01/2026;30,90;qualidade ;comercial;Confirmada;lançada no mês seguinte
DEV-00689;NF-110951;04/02/26;129.90;Preço/negociação;Comercial;confirmada ;
DEV-00690;NF-109893;07-01-26;111.67;Preço/negociação;Logística;Cancelada;aguardando NF de entrada
DEV-00691;NF-110829;2025-04-29;22.83;Preço/negociação;Qualidade;Confirmada;aguardando NF de entrada
DEV-00692;NF-105648;2026-05-13;36.08;Quebra/Avaria;Expedição;Pendente;verificar se abate comissão
DEV-00693;nf-105090;09/06/2026;R$ 201,38;Produto divergente;Cliente;Confirmada;lançada no mês seguinte
DEV-00694;NF-111377;24/08/2026;850.96;Cliente desistiu;Não definido;Confirmada;verificar se abate comissão
DEV-00695;NF-102747;02-08-25;325.47;erro pedido;Cliente;Confirmada;devolução parcial
DEV-00696;NF-105686;00/01/2026;194.08;Preço/negociação;Logística;Pendente;aguardando NF de entrada
DEV-00697;NF-106654;14/09/2025;41.58;Preço/negociação;comercial;Confirmada;devolução parcial
DEV-00698; NF-106539 ; 27/11/2025 ;79.77;Qualidade;comercial;Confirmada;lançada no mês seguinte
DEV-00699;NF-101072;24/05/2026;222.25;Avaria;Expedição;confirmada ;devolução parcial
DEV-00700;NF-109387;06/05/2025;17.47;Avaria;Comercial;confirmada ;lançada no mês seguinte
DEV-00701;NF-100955;08/12/25;5.14;Erro de pedido;comercial;Cancelada;
DEV-00702;nf-104962;18-03-26;82,43;Erro de pedido;Comercial;Confirmada;devolução parcial
DEV-00703;NF-105506;04-06-26;583.65;Avaria;Logística;confirmada ;verificar se abate comissão
DEV-00704;NF-100692;09/09/2026;617.03;Produto divergente;Cliente;Confirmada;aguardando NF de entrada
DEV-00705;NF-107496;21-07-25;R$ 195,30;Avaria;Comercial;confirmada ;
DEV-00706;NF-111556;22/05/26;93.00;Erro de pedido;Expedição;Confirmada;aguardando NF de entrada
DEV-00707;NF-101014;18/02/2026;15.11;Quebra/Avaria;Qualidade;Confirmada;devolução parcial
DEV-00708;NF-101581;19/05/25;223,90;Produto divergente;Comercial;Confirmada;
DEV-00709;NF-104569;09/01/2026;R$ 90,23;Erro de pedido;Logística;Pendente;verificar se abate comissão
DEV-00710;NF-101927;;996,34;Erro de pedido;comercial;confirmada ;lançada no mês seguinte
DEV-00711;NF-107775;03/03/2026;100.33;Cliente desistiu;Cliente;Confirmada;verificar se abate comissão
DEV-00712;NF-109490;29-09-25;5.61;Cliente desistiu;Logística;Pendente;aguardando NF de entrada
DEV-00713;NF-110533;09/06/2026;428.64;Erro de pedido;Comercial;Confirmada;devolução parcial
DEV-00714;NF-102115;12/10/2025;783.77;Qualidade;Não definido;Confirmada;devolução parcial
DEV-00715;NF-105972;15/07/2025;R$ 71,50;Produto divergente;Expedição;Confirmada;lançada no mês seguinte
DEV-00716;NF-111833;11/12/25;R$ 196,16;erro pedido;Qualidade;Cancelada;
DEV-00717;NF-105154;23/05/2025;52.02;Avaria;Comercial;Cancelada;devolução parcial
DEV-00718;NF-103839;05/06/2025; 35.47 ;Erro de pedido;Logística;Confirmada;verificar se abate comissão
DEV-00719;NF-107652;17/08/2025;283.38;Erro de pedido;Expedição;confirmada ;lançada no mês seguinte
DEV-00720;nf-106273;13/06/25;60.72;erro pedido;comercial;Pendente;aguardando NF de entrada
DEV-00721;NF-106493;25/11/2025;341.53;Erro de pedido;Não definido;Pendente;verificar se abate comissão
DEV-00722;NF-103438;30-12-25;17,03;Quebra/Avaria;comercial;Pendente;devolução parcial
DEV-00723;NF-111302;11/03/2025;44.13;erro pedido;Expedição;Pendente;aguardando NF de entrada
DEV-00724;NF-111311;2025-03-16;87.50;erro pedido;Comercial;Pendente;aguardando NF de entrada
DEV-00725;NF-104171;16/05/2025;88.50;Qualidade;Qualidade;Confirmada;aguardando NF de entrada
DEV-00726;NF-111519;16/07/2025;40.96;qualidade ;Logística;Cancelada;aguardando NF de entrada
DEV-00727;NF-104745;30/04/2026;938.50;Preço/negociação;Cliente;Pendente;verificar se abate comissão
DEV-00728;NF-102650;30-01-26;102.76;erro pedido;Cliente;Pendente;
DEV-00729;NF-107121;2025-04-20;0.10;Cliente desistiu;Logística;Confirmada;verificar se abate comissão
DEV-00730;NF-111172;07/07/2025;63.87;Cliente desistiu;Cliente;Pendente;verificar se abate comissão
DEV-00731;NF-107480;20/07/2025;136.66;Qualidade;Logística;Pendente;devolução parcial
DEV-00732;NF-105969; 11/09/2025 ;13.17;Avaria;Não definido;Confirmada;
DEV-00733;NF-110331;31/05/25;410.56;Preço/negociação;Cliente;Confirmada;devolução parcial
DEV-00734;NF-109809;;267.23;Produto divergente;Expedição;confirmada ;lançada no mês seguinte
DEV-00735;NF-109227;23/10/2025;221.99;Preço/negociação;Cliente;Pendente;lançada no mês seguinte
DEV-00736;NF-110886;18/02/2026;51.27;Qualidade;Logística;Confirmada;devolução parcial
DEV-00737;NF-103301;2025-11-27;R$ 509,53;Avaria;Qualidade;confirmada ;
DEV-00738;NF-101671;05/07/2026;26,50;Erro de pedido;Logística;Confirmada;aguardando NF de entrada
DEV-00739;NF-110032;14/08/2025;28.38;Avaria;Logística;Confirmada;lançada no mês seguinte
DEV-00740;NF-111351;13/03/2026;39.95;Qualidade;Logística;Confirmada;lançada no mês seguinte
DEV-00741;NF-110333;01/12/2025;52.42;qualidade ;Comercial;Cancelada;aguardando NF de entrada
DEV-00742;NF-100315; 25/10/2025 ;133.74;Cliente desistiu;Não definido;Cancelada;aguardando NF de entrada
DEV-00743;NF-108640;09-05-26;108,43;Cliente desistiu;comercial;Pendente;lançada no mês seguinte
DEV-00744;NF-110366;26/05/2025;39,59;Produto divergente;Qualidade;Pendente;
DEV-00745;NF-102768;08/05/2025;21.85;Produto divergente;Cliente;Confirmada;devolução parcial
DEV-00746;NF-110253;28/06/2026;53,21;Preço/negociação;Expedição;Pendente;lançada no mês seguinte
DEV-00747;NF-100837;26/06/2025;35.22;Qualidade;Qualidade;Confirmada;aguardando NF de entrada
DEV-00748;NF-103478;11/08/25;296.82;qualidade ;Qualidade;Pendente;
DEV-00749;NF-102953;27/01/2026;23.60;Avaria;Não definido;Pendente;lançada no mês seguinte
DEV-00750;NF-102100;16/07/2025;127.87;qualidade ;Cliente;confirmada ;devolução parcial
DEV-00751;NF-100367;25/12/2025;580.91;Erro de pedido;Qualidade;Confirmada;devolução parcial
DEV-00752;NF-111785;18/02/2026;131.58;Cliente desistiu;Não definido;Confirmada;devolução parcial
DEV-00753;NF-111714;14/04/2025;357.44;Quebra/Avaria;comercial;Confirmada;
DEV-00754;NF-100015;31/07/2025;1826,68;Qualidade;Qualidade;confirmada ;verificar se abate comissão
DEV-00755;NF-105842;2025-11-05;555.49;Quebra/Avaria;Não definido;Confirmada;devolução parcial
DEV-00756;NF-104563; 13/07/2026 ;167.44;Cliente desistiu;comercial;Cancelada;verificar se abate comissão
DEV-00757;NF-111605;02/06/2025;R$ 358,33;erro pedido;Comercial;Confirmada;aguardando NF de entrada
DEV-00758;NF-101747;13/08/2026;757.29;Produto divergente;Logística;Pendente;
DEV-00759;NF-105367;;4.07;Qualidade;Qualidade;Confirmada;
DEV-00760;NF-111895;30/07/2026;20.16;Produto divergente;Comercial;confirmada ;aguardando NF de entrada
DEV-00761;NF-105470;04/02/2026;38.41;Qualidade;Qualidade;Confirmada;aguardando NF de entrada
DEV-00762;NF-101971;;81,98;Quebra/Avaria;comercial;confirmada ;
DEV-00763;NF-103633;23/08/2026;142.95;Produto divergente;comercial;Confirmada;
DEV-00764;NF-106258;;R$ 54,55;Avaria;Não definido;confirmada ;
DEV-00765;NF-107492;12/03/2025;45.25;Avaria;Não definido;Confirmada;aguardando NF de entrada
DEV-00766;NF-105925;26/08/2025;113.63;Qualidade;Qualidade;Pendente;aguardando NF de entrada
DEV-00767;NF-103344;16-03-25;174.56;Produto divergente;comercial;Confirmada;aguardando NF de entrada
DEV-00768;NF-104509; 06/09/2026 ;1,087.90;Avaria;Qualidade;confirmada ;devolução parcial
DEV-00769;NF-105833;24-12-25;428,97;Quebra/Avaria;Cliente;Confirmada;aguardando NF de entrada
DEV-00770;NF-110744;2025-06-18;107.02;Cliente desistiu;comercial;Confirmada;aguardando NF de entrada
DEV-00771;NF-103536;25-02-25;R$ 396,49;Quebra/Avaria;comercial;Pendente;aguardando NF de entrada
DEV-00772;NF-103617;03/07/2025;312.93;Produto divergente;Expedição;Confirmada;verificar se abate comissão
DEV-00773;NF-106313;25/05/2025;219.74;Qualidade;Cliente;Confirmada;lançada no mês seguinte
DEV-00774;NF-103383;2025-06-02;250.44;Cliente desistiu;Cliente;Pendente;devolução parcial
DEV-00775;NF-107803;08/09/2025;R$ 171,23;Cliente desistiu;Cliente;Cancelada;
DEV-00776;nf-106316;28/01/2025;59.78;Qualidade;Logística;Confirmada;verificar se abate comissão
DEV-00777;NF-106334;23/02/2026;1.49;Preço/negociação;Expedição;Confirmada;aguardando NF de entrada
DEV-00778;NF-101195;08/06/2025;127.09;erro pedido;comercial;Confirmada;verificar se abate comissão
DEV-00779;NF-106653;;95.13;Qualidade;Não definido;Confirmada;devolução parcial
DEV-00780;NF-109577;07/03/26;746.14;Preço/negociação;Expedição;Pendente;aguardando NF de entrada
DEV-00781;NF-106346;26-04-25;259.19;erro pedido;Comercial;Pendente;devolução parcial
DEV-00782;NF-110826;2026-04-04;80.74;erro pedido;Qualidade;Confirmada;verificar se abate comissão
DEV-00783;NF-102205; 22/01/2026 ;312.87;Produto divergente;comercial;Confirmada;verificar se abate comissão
DEV-00784;NF-109020;2026-06-25;49.44;erro pedido;Comercial;confirmada ;lançada no mês seguinte
DEV-00785;NF-102209;05/02/2026;1054.11;Preço/negociação;Expedição;Cancelada;
DEV-00786;NF-103989;09-04-26;204.97;qualidade ;Comercial;Confirmada;verificar se abate comissão
DEV-00787;NF-109817;14/09/2025;1776.24;Preço/negociação;Expedição;Confirmada;verificar se abate comissão
DEV-00788;NF-104309;19/06/2025;51.91;qualidade ;Não definido;Confirmada;
DEV-00789; NF-110381 ;28/04/2025;67.03;Cliente desistiu;Qualidade;Pendente;lançada no mês seguinte
DEV-00790;NF-110049;2025-05-20;13.27;Erro de pedido;Logística;Pendente;aguardando NF de entrada
DEV-00791;NF-102033;30/05/2025;402.34;Avaria;Qualidade;confirmada ;devolução parcial
DEV-00792;NF-105679;2025-07-24;56.26;Produto divergente;Expedição;Confirmada;lançada no mês seguinte
DEV-00793;NF-100754;30/01/2026;31.80;Quebra/Avaria;Qualidade;Cancelada;verificar se abate comissão
DEV-00794;NF-108359;15-04-26;63.97;qualidade ;Não definido;Confirmada;aguardando NF de entrada
DEV-00795;NF-102669;09-08-25;458,76;Erro de pedido;Logística;Cancelada;lançada no mês seguinte
DEV-00796;NF-105618;05/08/2025;59.17;Produto divergente;Comercial;Confirmada;
DEV-00797;NF-108845;13/04/2026;2.81;Cliente desistiu;Logística;Confirmada;verificar se abate comissão
DEV-00798;NF-110969;30/06/26;R$ 10,43;qualidade ;Logística;Confirmada;verificar se abate comissão
DEV-00799;nf-108325;23/06/2025;32,59;erro pedido;Logística;Cancelada;devolução parcial
DEV-00800;NF-104902;04/09/2025;60.20;Qualidade;comercial;Cancelada;aguardando NF de entrada
DEV-00801; NF-106077 ;19/02/25;2.58;Preço/negociação;Cliente;Confirmada;
DEV-00802;NF-105724;09-01-25;16.46;Produto divergente;Cliente;Confirmada;
DEV-00803;NF-102970;14/08/2025;248,25;Produto divergente;Não definido;confirmada ;
DEV-00804;NF-102597;24/03/2025;R$ 988,48;Quebra/Avaria;Logística;confirmada ;aguardando NF de entrada
DEV-00805;NF-105563; 25/08/2025 ;769.69;Preço/negociação;Qualidade;Confirmada;aguardando NF de entrada
DEV-00806;NF-106070;26/06/2026;5.74;Quebra/Avaria;Comercial;Confirmada;
DEV-00807;NF-106388;04/05/2025;46.90;Erro de pedido;Cliente;Confirmada;devolução parcial
DEV-00808;NF-106045;30-03-26;739.90;Produto divergente;Não definido;Confirmada;lançada no mês seguinte
DEV-00809;NF-105915;09/05/2025;126.36;Erro de pedido;Expedição;Cancelada;
DEV-00810;NF-107064;2025-09-03;6.76;qualidade ;Comercial;Pendente;
DEV-00811;NF-108614;2025-13-10;2,330.35;Preço/negociação;Qualidade;Confirmada;aguardando NF de entrada
DEV-00812;NF-102699;2025-02-27; 911.83 ;Erro de pedido;Logística;Confirmada;lançada no mês seguinte
DEV-00813;NF-101863;2026-04-18;76.63;Qualidade;comercial;Pendente;aguardando NF de entrada
DEV-00814;NF-101639;31/03/25;453.55;Cliente desistiu;Não definido;Confirmada;aguardando NF de entrada
DEV-00815;NF-102892;18/10/2025;43,61;Quebra/Avaria;Expedição;Confirmada;verificar se abate comissão
DEV-00816;nf-102827;04/12/2025;6.52;Qualidade;Logística;Confirmada;
DEV-00817;NF-111969;18/02/2026;354.96;Preço/negociação;Comercial;Confirmada;devolução parcial
DEV-00818;NF-100041;10-10-25;23.75;qualidade ;Comercial;Confirmada;
DEV-00819;NF-102329;06/05/2025;15.21;qualidade ;Não definido;Confirmada;verificar se abate comissão
DEV-00820;NF-102982;13/02/26;0.77;Avaria;Expedição;Confirmada;lançada no mês seguinte
DEV-00821;NF-100355; 26/12/2025 ;203.25;Preço/negociação;Expedição;Pendente;aguardando NF de entrada
DEV-00822;NF-106193;2025-08-13;10.95;Qualidade;comercial;Confirmada;verificar se abate comissão
DEV-00823;NF-104732;2026-04-09;52.36;Produto divergente;Logística;confirmada ;
DEV-00824;NF-108438;19/04/2025;71.67;Quebra/Avaria;Logística;Cancelada;aguardando NF de entrada
DEV-00825;NF-100431;14-05-25;11.74;Qualidade;Comercial;Confirmada;aguardando NF de entrada
DEV-00826;;23/03/2026; 103.10 ;Qualidade;comercial;Confirmada;
DEV-00827;NF-109518;16/03/2026;138.37;erro pedido;Não definido;Confirmada;
DEV-00828;NF-102829;15/05/2026;361.30;qualidade ;Cliente;Confirmada;verificar se abate comissão
DEV-00829;NF-103216;05/08/2025;57.29;Qualidade;Não definido;Cancelada;
DEV-00830;NF-102662; 04/12/2025 ; 38.24 ;qualidade ;comercial;Confirmada;aguardando NF de entrada
DEV-00831;NF-111090;24/04/2026;1804,87;erro pedido;Qualidade;Cancelada;devolução parcial
DEV-00832;NF-108168;02/05/2025;74.49;erro pedido;Comercial;Pendente;aguardando NF de entrada
