id_pedido;id_item;data_pedido;data_faturamento;codigo_cliente;cliente;grupo_cliente;vendedor_id;vendedor;codigo_produto;produto;familia_produto;quantidade;valor_unitario;valor_bruto;desconto_percentual;desconto_valor;valor_liquido_nf;status_pedido;numero_nf;estabelecimento;canal_venda;tipo_operacao;fonte_sistema;observacao
PED-2025-06459;ITEM-06459;13/08/25;2025-08-18;C0007; Gran Lux ;Franquia;V007;GABRIELA NUNES;P0136;Espelho Bronze 3mm;Espelhos;4;345.50;1382.02;8.68;119,93;1262.09;Faturado;NF-106459;01 - New Glass;E-commerce;Venda;Importação CSV;pedido refeito
PED-2026-06460;ITEM-06460;2026-03-13;2026-03-24;C0008;Habitat Design;Consumidor Final;V003;Carla M.;P0135;Parafuso 11;Acessórios;4;81.10;324.41;15.08;48.94;275.47;Faturado;NF-106460;03-DGlass;WhatsApp;Venda futura;ConstruShow;cliente pediu urgência
PED-2025-06461;ITEM-06461; 22/12/2025 ;24/12/2025;C0030; DGlass Parceiros ;Franquia;V005;ELAINE COSTA;P0120;Suporte Modelo 676;Ferragens;1;160.78;160.78;15.95;25.64;135.14;faturado;NF-106461;D-Glass;E-commerce;Venda;ERP;pedido refeito
PED-2026-06462;ITEM-06462;26/04/2026;27/04/2026;C0006; Fênix Engenharia ;Representante;V001; Ana Souza ;P0114;Vidro Laminado Verde 6mm;Vidro Laminado;N/D;576.47;1152,93;13.61;156.94;995.99;Faturado;NF-106462;01 - New Glass;Venda Interna;Venda;ConstruShow;cliente pediu urgência
PED-2025-06463;ITEM-06463;23-02-25;05/03/25;C0007;Gran Lux;Franquia;V003;Carla M.;P0050;Medição Técnica 8;Serviços;3;510.84;1532.52;9.76%;149.53;R$ 1.382,99;Faturado;NF-106463;03-DGlass;E-commerce;Venda;ConstruShow;frete negociado
PED-2025-06464;ITEM-06464;28-03-25;07/04/25;C0037;LINK CONSTRUÇÕES;Arquitetura;V007;G. Nunes;P0067;Perfil Porta 3m;Perfis de Alumínio;3;276.69;830.06;13.30;110.43; 719.63 ;FATURADO;NF-106464;03-DGlass;E-commerce;Venda;Importação CSV;frete negociado
PED-2025-06465;ITEM-06465;26-01-25;05/02/2025;C0029;Curitiba Glass Ltda;Consumidor Final;V008;Henrique Martins;P0081;Espelho Prata 3mm;Espelhos;1;269.22;269.22;11.59;31.20;238.02;Faturado ;NF-106465;03-DGlass;WhatsApp;Venda;Importação CSV;pedido refeito
PED-2026-06466;ITEM-06466;09/04/2026;12/04/2026;C0021;UNIÃO OBRAS;Construtora;V002;Bruno Lima;P0075;Vidro Laminado Verde 8mm;Vidro Laminado;2;R$ 519,39;1038.77;12.25;127.25;911.52;faturado;NF-106466;01 - New Glass;WhatsApp;Venda;Planilha manual;verificar comissão
PED-2026-06467;ITEM-06467;01/01/2026;2026-01-10;C0014;Nova Casa;Consumidor Final;V001;Ana S.;P0072;Box Reto 200cm;Box Banheiro;1;740.65;740.65;13,91;103.01;R$ 637,64;Faturado;NF-106467;03 - DGlass;Key Account;Reposição;ERP;pedido refeito
PED-2025-06468;ITEM-06468;10-07-25;;C0018;Rossi Engenharia;Consumidor Final;V007;Gabriela Nunes;P0043;Parafuso 2;Acessórios;1;20.27;20.27;9.79%;1.98;18,29;Em aberto;;02 - Link Glass;E-commerce;Venda;Importação CSV;frete negociado
PED-2026-06469;ITEM-06469;03/01/2026;12-01-26;C0009;Ideal Box Ltda;Representante;V005;Elaine C.;P0086;Espelho Bronze 4mm;Espelhos;N/D;R$ 151,70;910.23;17.10;155.61;R$ 754,62;faturado;NF-106469;03 - DGlass;Loja;Venda futura;Planilha manual;devolução em análise
PED-2025-06470;ITEM-06470;27/01/2025;2025-02-02;C0034;Horizonte Vidros;Arquitetura;V008;Henrique Martins;P0068;ESPELHO BRONZE 6MM;Espelhos;3;242.34;727.02;15.23;110,70;R$ 616,32;FATURADO;NF-106470;02 - Link Glass;E-commerce;Venda;Construshow;verificar comissão
PED-2025-06471;ITEM-06471;09/04/2025;12/04/2025;C0004;DELTA OBRAS;Franquia;V004;Diego Rocha;P0124;Espelho Prata 6mm;Espelhos;1;189.49;189.49;10.97;20,79;168.70;Devolvido Parcial;NF-106471;02 - Link Glass;Key Account;Reposição;Construshow;cliente pediu urgência
PED-2025-06472;ITEM-06472;20/07/2025;29-07-25;C0035;Imperial Obras Ltda;Revenda;V001;A. Souza;P0041;Espelho Lapidado 4mm;Espelhos;1,0;530.32;530.32;10.89;57.73;472,59;Dev. Parcial;NF-106472;01 - New Glass;Loja;Venda;Importação CSV;pedido refeito
PED-2025-06473;ITEM-06473;26/11/2025;2025-12-07;C0006;Fênix Engenharia;Representante;V005;Elaine Costa;P0071;PERFIL H 3M;Perfis de Alumínio;2,0;196.82;393.65;97.80%;384.99;8.66;BONIFICACAO;NF-106473;1-NewGlass;Key Account;Bonificação;Importação CSV;devolução em análise
PED-2025-06474;ITEM-06474;13/07/2025;20/07/2025;C0026;Zeta Interiores;Arquitetura;V007;Gabi Nunes;P0120;Suporte Modelo 676;Ferragens;7;147.01;1029.05;13.45;138.43;890.62;faturado;NF-106474;01 - New Glass;Venda Interna;Venda futura;ConstruShow;pedido refeito
PED-2025-06475;ITEM-06475;10/07/2025;10/07/2025;C0037;Link Constr.;Arquitetura;V001;Ana S.;P0026 ;Lapidação 2;Serviços;3;243.15;729.45;14.17;103.35;626.10;Devolvido Parcial;NF-106475;D-Glass;Representante;Venda futura;Planilha manual;verificar comissão
PED-2025-06476;ITEM-06476;25/01/2025;31-01-25;C0023;WALL GLASS;Consumidor Final;V008;H. Martins;P0112;Perfil Porta 6m;Perfis de Alumínio;4;55,03;220,13;5.95;13.11;207.02;FATURADO;NF-106476;02 - Link Glass;E-commerce;Reposição;Construshow;verificar comissão
PED-2026-06477;ITEM-06477;25/04/2026;01/05/2026;C0013;MATRIZ CONSTRUÇÕES;Arquitetura;V008;Henrique M.;P0035;Vidro Temperado Fumê 6mm;Vidro Temperado;2,0; 479.63 ;959,26;9.44;90.53;868.73;faturado;NF-106477;01 - New Glass;Venda Interna;Venda;ConstruShow;devolução em análise
PED-2026-06478;ITEM-06478;17/05/2026;19/05/2026;C0019;Solar Alumínio;Arquitetura;V008;Henrique M.;P0072;Box Reto 200cm;Box Banheiro;2;506,78;1013.56;16,27;164.87;848.69;faturado;NF-106478;02 - Link Glass;Key Account;Reposição;ConstruShow;cliente pediu urgência
PED-2025-06479;ITEM-06479;2025-03-26;07/04/2025;C0030;DGlass Parceiros Ltda;Franquia;V005;ELAINE COSTA;P0031;Lapidação 3;Serviços;9;729.13;6562,18;6.72;440.65; 6121.53 ;faturado;NF-106479;03-DGlass;E-commerce;Venda;ERP;
PED-2025-06480;ITEM-06480;21/08/25;01/09/2025;C0017;QUALITY BOX;Construtora;V005;ELAINE COSTA;P0148;Vedação 18;Acessórios;1;94,60;R$ 94,60;8.58;8.12;86,48;Dev. Total;NF-106480;03 - DGlass;Representante;Reposição;ConstruShow;frete negociado
PED-2026-06481;ITEM-06481;20/04/2026;20/04/2026;C0031;Estrela Box;Construtora;V006;FELIPE ALVES;P0131;Espelho Bronze 3mm;Espelhos;1; 165.58 ;165.58;5.75;9.51;156,07;Faturado;NF-106481;03 - DGlass;Key Account;Reposição;ERP;
PED-2025-06482;ITEM-06482;21/02/2025;22/02/25;C0009;Ideal Box;Representante;V001;A. Souza;P0049;Lapidação 8;Serviços;14;1228.28;17195.86;14.60;2510.86;14685.00;Faturado;NF-106482;D-Glass;E-commerce;Venda futura;Planilha manual;pedido refeito
PED-2026-06483;ITEM-06483;19/04/2026;26/04/26;C0029;Curitiba Glass;Consumidor Final;V001;A. Souza;P0016;Vidro Laminado Verde 8mm;Vidro Laminado;1;346.62;346.62;;46.50;300.12;FATURADO;NF-106483;D-Glass;E-commerce;Venda;Importação CSV;verificar comissão
PED-2025-06484;ITEM-06484;05/11/25;17/11/2025;C0005;ESPAÇO GLASS;Revenda;V006;FELIPE ALVES;P0144;Vidro Temperado Fumê 10mm;Vidro Temperado;2;376.88;753.75;3.16;23.84;729.91;FATURADO;NF-106484;D-Glass;Representante;Venda;ConstruShow;frete negociado
PED-2025-06485;ITEM-06485;2025-04-17;24/04/2025;C0038;Master Glass;Revenda;V006;F. Alves;P0003;Trilho Modelo 333;Ferragens;1;191.30;191.30;92.38%;176.72;14.58;Bonificação ;NF-106485;02 - Link Glass;WhatsApp;Bonificação;ERP;pedido refeito
PED-2026-06486;ITEM-06486;18/02/2026; 18/02/2026 ;C0007;Gran Lux;Franquia;V001;Ana S.;P0051;MEDIÇÃO TÉCNICA 8;Serviços;N/D;152,05;152,05;;19.71;132.34;Faturado;NF-106486;01 - New Glass;Key Account;Venda;Construshow;devolução em análise
PED-2025-06487;ITEM-06487;2025-06-10;2025-06-15;C0030;DGlass Parceiros;Franquia;V006;F. Alves;P0021;Vidro Laminado Acústico 6mm;Vidro Laminado;3;353.48;1060.45;6.09;R$ 64,61;995.84;Em aberto;NF-106487;03 - DGlass;Venda Interna;Reposição;Importação CSV;devolução em análise
PED-2026-06488;ITEM-06488;01-01-26;2026-01-11;C0014;NOVA CASA;consumidor final;V005;Elaine C.;P0006;Box Reto 190cm;Box Banheiro;3;1361.26;4083.78;16.51;674.33;3409.45;Faturado;NF-106488;03 - DGlass;Key Account;Venda;Construshow;verificar comissão
PED-2025-06489;ITEM-06489;11-09-25;21/09/2025;C0016;PRIME GLASS;Consumidor Final;V008;H. Martins;P0070;Perfil U 3m;Perfis de Alumínio;N/D;256.87;770.62;;96.42;674.20;faturado;NF-106489;03 - DGlass;WhatsApp;Venda;ConstruShow;verificar comissão
PED-2025-06490;ITEM-06490;02/04/2025;;C0031; Estrela Box ;Construtora;V001; Ana Souza ;P0095;Perfil U 6m;Perfis de Alumínio;2;188.47;R$ 376,94;12.38;46.65;330,29;Pedido em Aberto;;03-DGlass;E-commerce;Venda;Construshow;pedido refeito
PED-2025-06491;ITEM-06491;02/04/2025;;C0002;Beta Construções Ltda;Consumidor Final;V003;CARLA MENDES;P0044 ;Roldana Modelo 516;Ferragens;1,0;121.21;121.21;;11.83;109.38;faturado;NF-106491;02 - Link Glass;Venda Interna;Venda;ConstruShow;pedido refeito
PED-2025-06492;ITEM-06492;2025-08-01;09/08/2025;C0010; Jardim Vidros ;Construtora;V001;A. Souza;P0092;Perfil U 6m;Perfis de Alumínio;6;220.68;1324.06;30.25%;400.52;923.54;Dev. Parcial;NF-106492;03-DGlass;Representante;Venda;Planilha manual;
PED-2025-06493;ITEM-06493;29/08/2025; 06/09/2025 ;C0037; Link Construções ;Arquitetura;V005;ELAINE COSTA;P0144;Vidro Temperado Fumê 10mm;Vidro Temperado;4;649.30;2597.20;; 285.83 ;2311.37;Dev. Parcial;NF-106493;03-DGlass;E-commerce;Venda;Planilha manual;pedido refeito
PED-2025-06494;ITEM-06494;15/04/2025;15/04/2025;C0002; Beta Construções ;Consumidor Final;V003;Carla Mendes;P0054;Box Canto 190cm;Box Banheiro;1,0;1221.40;1221.40;5.15;62.95;1158.45;faturado;NF-106494;D-Glass;WhatsApp;Reposição;Construshow;cliente pediu urgência
PED-2026-06495;ITEM-06495;06/06/2026;16/06/2026;C0004;DELTA OBRAS;Franquia;V005;E. Costa;P0069;Vidro Laminado Verde 6mm;Vidro Laminado;1;706.10;706.10;9.88;69.77;636.33;faturado;NF-106495;02 - Link Glass;E-commerce;Venda;ERP;verificar comissão
PED-2026-06496;ITEM-06496;29/04/2026;29/04/26;C0022;Viva Lar;Representante;V006;F. Alves;P0014;Vidro Laminado Incolor 8mm;Vidro Laminado;1;564.81;564.81;5.10; 28.82 ;535,99;Faturado ;NF-106496;03-DGlass;WhatsApp;Reposição;Planilha manual;devolução em análise
PED-2025-06497;ITEM-06497; 02/06/2025 ;06-06-25;C0024; Xavier Arquitetura ;Construtora;V006;Felipe A.;P0042;Perfil Porta 2m;Perfis de Alumínio;6;99.35;R$ 596,13;3.82;22.77;573,36;DEV PARCIAL;NF-106497;03-DGlass;E-commerce;Venda;ConstruShow;pedido refeito
PED-2025-06498;ITEM-06498;16/04/2025;28/04/2025;C0017;Quality Box Ltda;Construtora;V004;DIEGO ROCHA;P0160;Box Reto 200cm;Box Banheiro;1;1220.00;1220.00;;48.84;1171.16;Faturado ;NF-106498;03-DGlass;Representante;Reposição;Construshow;pedido refeito
PED-2025-06499;ITEM-06499;07/07/2025;11/07/2025;C0034; Horizonte Vidros ;Arquitetura;V004;Diego Rocha;P0062;Espelho Prata 5mm;Espelhos;1;142,15;142.15;4.05;5.76;R$ 136,39;FATURADO;NF-106499;02 - Link Glass;E-commerce;Reposição;ConstruShow;devolução em análise
PED-2025-06500;ITEM-06500;29/10/25;01/11/25;C0028; Barigui Obras ;Construtora;V005;Elaine C.;P0084;Vidro Laminado Verde 8mm;Vidro Laminado;2;R$ 524,70;1049.40;12.80;134.32;R$ 915,08;Faturado ;NF-106500;02 - Link Glass;E-commerce;Venda;ERP;verificar comissão
PED-2026-06501;ITEM-06501;09-04-26;09/04/2026;C0006;FÊNIX ENGENHARIA;Representante;V003;C. Mendes;P0140;Espelho Prata 5mm;Espelhos;1;304.02;304.02;9.00;27,37;276.65;Faturado;NF-106501;D-Glass;Key Account;Venda;Planilha manual;verificar comissão
PED-2025-06502;ITEM-06502;04-10-25;2025-10-08;C0011;Kappa Decor;Consumidor Final;V001; Ana Souza ;P0117;Roldana Modelo 923;Ferragens;5;64.10;320.50;13.02;41.72;278.78;Faturado;NF-106502;1-NewGlass;Key Account;Reposição;ConstruShow;verificar comissão
PED-2025-06503;ITEM-06503;09/07/2025;16/07/2025;C0028;Barigui Obras;Construtora;V005;Elaine C.;P0077;Vidro Laminado Incolor 10mm;Vidro Laminado;1,0;572.49;572.49;9.54;54.63;517.86;devolvido parcial;NF-106503;03-DGlass;Loja;Venda;Planilha manual;frete negociado
PED-2025-06504;ITEM-06504;02/05/2025;13/05/2025;C0017;Quality Box;Construtora;V004;DIEGO ROCHA;P0049;Lapidação 8;Serviços;5;680,40;3402,01;7.88;267.96;3134,05;FATURADO;NF-106504;1-NewGlass;Loja;Venda futura;ERP;frete negociado
PED-2025-06505;ITEM-06505;31-10-25;2025-11-02;C0033;Gama Projetos;Consumidor Final;V006;Felipe A.;P0018;Dobradiça Modelo 952;Ferragens;2;62.28;124.57;9.70;12.08;112.49;Faturado;NF-106505;1-NewGlass;WhatsApp;Reposição;ConstruShow;pedido refeito
PED-2026-06506;ITEM-06506;18/04/2026;2026-04-26;C0005; Espaço Glass ;Revenda;V006;FELIPE ALVES;P0158;Frete Especial 1;Serviços;1;384,53;384.53;6.46;24.82;359.71;FATURADO;NF-106506;02 - Link Glass;Loja;Venda;Construshow;devolução em análise
PED-2025-06507;ITEM-06507;09/06/2025;;C0009; Ideal Box ;Representante;V002;B. Lima;P0139;Dobradiça Modelo 773;Ferragens;2;260.61;521.21;91.95%;479.26;41.95;Bonificação ;NF-106507;1-NewGlass;Venda Interna;Bonificação;Planilha manual;frete negociado
PED-2025-06508;ITEM-06508;13/11/2025;16/11/2025;C0011;Kappa Decor;Consumidor Final;V003;Carla M.;P0118;Kit Instalação 16;Acessórios;1;14.84;14.84;9.31;1.38;13.46;FATURADO;NF-106309;03 - DGlass;Venda Interna;Reposição;Planilha manual;cliente pediu urgência
PED-2026-06509;ITEM-06509;14/03/2026;2026-03-14;C0022;Viva Lar;Representante;V006;F. Alves;P0055;Vidro Laminado Incolor 10mm;Vidro Laminado;1;315.48;315.48;4.93;15.54;299.94;FATURADO;NF-106509;1-NewGlass;E-commerce;Venda;ConstruShow;frete negociado
PED-2025-06510;ITEM-06510;20-02-25;27/02/2025;C0040;ORION DECOR;Franquia;V001; Ana Souza ;P0008;Vidro Temperado Incolor 12mm;Vidro Temperado;8;434.98;3479.86;11.44;397.99;3081.87;Faturado ;NF-106510;D-Glass;Venda Interna;Venda futura;Construshow;pedido refeito
PED-2025-06511;ITEM-06511;22/10/2025;03/11/25;C0009;Ideal Box;Representante;V001;Ana S.;P0134;Espelho Prata 3mm;Espelhos;3;393.58;1,180.74;21.37%;252.33;928.41;faturado;NF-106511;01 - New Glass;WhatsApp;Reposição;ConstruShow;frete negociado
PED-2025-06512;ITEM-06512;16/02/25;26/02/2025;C0005;Espaço Glass;Revenda;V001; Ana Souza ;P0029;Suporte Modelo 629;Sem familia;1;198.60;198.60;18.43;36.59;R$ 162,01;DEV TOTAL;NF-106512;02 - Link Glass;Representante;Venda futura;Construshow;frete negociado
PED-2026-06513;ITEM-06513;06/02/2026;2026-02-08;C0022;Viva Lar;Representante;V004;Diego R.;P0004;Vidro Temperado Incolor 8mm;Vidro Temperado;1;401.17;401.17;10.03;40.25;360.92;pedido em aberto;NF-106513;03 - DGlass;Loja;Venda futura;Planilha manual;
PED-2025-06514;ITEM-06514;03/03/2025;05/03/2025;C0030; DGlass Parceiros ;Franquia;V008;Henrique Martins;P0095;Perfil U 6m;Perfis de Alumínio;3;143.69;431,08;14.86;64.04;367,04;FATURADO;NF-106514;1-NewGlass;Loja;Venda;ConstruShow;devolução em análise
PED-2026-06515;ITEM-06515;05/05/2026;14-05-26;C0033;GAMA PROJETOS;Consumidor Final;V006;Felipe A.;P0102;Frete Especial 8;Serviços;N/D;591.84;2,367.37;6.61;156,55;2210.82;Faturado ;NF-106515;1-NewGlass;Key Account;Venda futura;Importação CSV;verificar comissão
PED-2025-06516;ITEM-06516;29/10/25;06/11/2025;C0014;Nova Casa;Consumidor Final;V008;Henrique Martins;P0103;Vidro Laminado Incolor 10mm;Vidro Laminado;2;515.01;1030,01;12.01%;123.66;906.35;Faturado;NF-106516;01 - New Glass;E-commerce;Reposição;Planilha manual;verificar comissão
PED-2025-06517;ITEM-06517;20/08/2025;26-08-25;C0033;Gama Projetos;Consumidor Final;V004;D. Rocha;P0122;Box Articulado 200cm;Box Banheiro;2;640.16;1,280.31;11.72;150.10;1130.21;Faturado;NF-106517;03 - DGlass;Key Account;Reposição;ConstruShow;devolução em análise
PED-2026-06518;ITEM-06518;22/05/2026;22/05/26;C0034;HORIZONTE VIDROS;arquitetura;V001;ANA SOUZA;P0047;Vidro Laminado Incolor 6mm;Vidro Laminado; 2 ;526.00;1051.99;12.05;126.77;925,22;FATURADO;NF-106518;01 - New Glass;Loja;Venda;Planilha manual;verificar comissão
PED-2026-06519;ITEM-06519;07-03-26;14-03-26;C0027; Araucária Vidros ;revenda;V008;HENRIQUE MARTINS;P0136;Espelho Bronze 3mm;Espelhos;1;352.85;352.85;;33,86;318.99;Faturado;NF-106519;02 - Link Glass;WhatsApp;Venda;Planilha manual;cliente pediu urgência
PED-2025-06520;ITEM-06520;2025-07-30;08/08/2025;C0020;Top Vidros;Consumidor Final;V006;FELIPE ALVES;p0058;Roldana Modelo 482;Ferragens;10;176.53;1765.28;8.44%;149,06;1616.22;faturado;NF-106520;1-NewGlass;Loja;Venda;Construshow;frete negociado
PED-2025-06521;ITEM-06521;30-07-25;08/08/2025;C0009;Ideal Box;Representante;V005;E. Costa;P0029;Suporte Modelo 629;Ferragens;4;216.97;867.87;12,62;109.51;758.36;Faturado;NF-106521;D-Glass;WhatsApp;Venda;ConstruShow;verificar comissão
PED-2026-06522;ITEM-06522;29/03/2026;02/04/2026;C0016;Prime Glass;Consumidor Final;V008;Henrique M.;P0136;Espelho Bronze 3mm;Espelhos;1;R$ 350,66;350.66;14.12%;49.50;301.16;Faturado ;NF-106522;D-Glass;E-commerce;Venda futura;Planilha manual;cliente pediu urgência
PED-2026-06523;ITEM-06523;27/04/2026;02/05/2026;C0037;LINK CONSTRUÇÕES;Arquitetura;V003;Carla M.;P0083;Box Frontal 180cm;Box Banheiro;3,0;676.06;2028.17;12,03;244.06;1784.11;faturado;NF-106523;02 - Link Glass;WhatsApp;Venda;ConstruShow;devolução em análise
PED-2025-06524;ITEM-06524; 18/12/2025 ;28/12/25;C0017;Quality Box;Construtora;V002;B. Lima;P0139;Dobradiça Modelo 773;Ferragens;3; 251.54 ;754.63;15.21;114.79;639,84;FATURADO;NF-106524;01 - New Glass;WhatsApp;Venda futura;Importação CSV;cliente pediu urgência
PED-2025-06525;ITEM-06525;2025-08-02;;;Ypê Construções;consumidor final;V002;Bruno Lima;P0031;Lapidação 3;Serviços; 6 ;505.09;R$ 3.030,52;12.49;378.37;2652.15;pedido em aberto;;03-DGlass;Representante;Venda;Construshow;devolução em análise
PED-2025-06526;ITEM-06526;2025-06-04;05/06/2025;C0028; Barigui Obras ;Construtora;V002;Bruno L.;P0072;Box Reto 200cm;Box Banheiro;2;556.90;1113.81;;128.93;R$ 984,88;Faturado ;NF-106526;01 - New Glass;Venda Interna;Venda futura;Planilha manual;devolução em análise
PED-2026-06527;ITEM-06527;02/05/2026;02/05/2026;C0014;Nova Casa Ltda;Consumidor Final;V005;ELAINE COSTA;P0020;Perfil Porta 4m;Perfis de Alumínio;8;271.76;2174.06;14.89;323.66;1850.40;Faturado;NF-106527;01 - New Glass;Venda Interna;Venda;Construshow;frete negociado
PED-2025-06528;ITEM-06528;2025-02-07;2025-02-18;C0030;DGlass Parceiros;Franquia;V005;E. Costa;P0013;Medição Técnica 2;Serviços;2;1109.54;2219.07;;185.79;R$ 2.033,28;DEV TOTAL;NF-106528;03 - DGlass;Representante;Venda futura;Planilha manual;cliente pediu urgência
PED-2025-06529;ITEM-06529; 31/05/2025 ;;C0001;Alfa Vidros;Revenda;V005;E. Costa;P0086;Espelho Bronze 4mm;Espelhos;3,0;R$ 132,21;396.63;10.56%;41.88;354.75;Faturado ;NF-106529;02 - Link Glass;Key Account;Venda;Importação CSV;
PED-2025-06530;ITEM-06530;16-11-25;;C0038;Master Glass;Revenda;V005;E. Costa;P0025;Vidro Temperado Incolor 6mm;Vidro Temperado;1;319,02;319,02;17.27;55,09;263.93;Faturado;NF-106530;D-Glass;WhatsApp;Venda;ERP;pedido refeito
PED-2025-06531;ITEM-06531;02-03-25;02/03/2025;C0039;Nobre Engenharia Ltda;Revenda;V006;Felipe Alves;P0107;Lapidação 8;Serviços;3;391.20;1173,60;5.61;65,89;1107.71;FATURADO;NF-106531;03 - DGlass;Key Account;Venda futura;Construshow;
PED-2025-06532;ITEM-06532;01-01-25;2025-01-13;; Forte Alumínio ;Arquitetura;V003;CARLA MENDES;P0134;Espelho Prata 3mm;Espelhos;3;358,20;1074.61;13.08;140,60;934.01;FATURADO;NF-106532;03-DGlass;Key Account;Venda;Importação CSV;devolução em análise
PED-2025-06533;ITEM-06533;17/12/2025;22/12/2025;C0004;Delta Obras;Franquia;V007;GABRIELA NUNES;P0119;Box Frontal 190cm;Box Banheiro;1;653.73;653.73;8.09;R$ 52,89;600,84;FATURADO;NF-106533;03 - DGlass;Venda Interna;Venda futura;Importação CSV;pedido refeito
PED-2025-06534;ITEM-06534;26/07/2025;2025-08-03;C0006;Fênix Engenharia;Representante;V008;HENRIQUE MARTINS;P0001;Silicone 13;Acessórios;3;8,46;25.38;11.74;2.98;22.40;FATURADO;NF-106534;1-NewGlass;Venda Interna;Reposição;ERP;verificar comissão
PED-2026-06535;ITEM-06535;2026-03-27;;C0036;JBR Esquadrias Ltda;Representante;V002;Bruno L.;P0120;Suporte Modelo 676;Ferragens; 1 ;113.84;113.84;7.07;8.04;R$ 105,80;Em aberto;;1-NewGlass;Key Account;Venda;Planilha manual;verificar comissão
PED-2025-06536;ITEM-06536;20/08/2025;27/08/25;C0028;Barigui Obras;Construtora;V004;DIEGO ROCHA;P0124;Espelho Prata 6mm;Espelhos;1,0;198.57;198.57;9.45;18,77;179.80;FATURADO;NF-106536;03-DGlass;Venda Interna;Venda;Construshow;
PED-2026-06537;ITEM-06537;20/06/2026;27/06/2026;C0032; Forte Alumínio ;Arquitetura;V005;Elaine Costa;P0135;Parafuso 11;Acessórios;1;104.07;104.07;9.90;10.30;0.00;cancelado;NF-106537;D-Glass;WhatsApp;Venda futura;ConstruShow;cliente pediu urgência
PED-2025-06538;ITEM-06538;2025-01-11;17/01/2025;C0005;Espaço Glass Ltda;Revenda;V005;ELAINE COSTA;P0122;Box Articulado 200cm;Box Banheiro;1;939.43;939,43;13.93; 130.82 ;808.61;DEV TOTAL;NF-106538;03-DGlass;Key Account;Venda;Importação CSV;cliente pediu urgência
PED-2025-06539;ITEM-06539;15/10/25;25-10-25;C0040;Orion Decor;Franquia;V002;B. Lima;P0003;Trilho Modelo 333;Ferragens;5;183,71;918.54;0.45;4.12;914.42;faturado;NF-106539;01 - New Glass;E-commerce;Venda futura;ERP;frete negociado
PED-2025-06540;ITEM-06540;15/03/2025;18/03/2025;C0014;Nova Casa;Consumidor Final;V006;Felipe A.;P0085;Medição Técnica 6;Serviços;5;483.12;2415.60;92.67;2238.58;177.02;Bonificacao;NF-106540;03-DGlass;Key Account;Bonificação;ERP;devolução em análise
PED-2025-06541;ITEM-06541;26/05/2025;02/06/2025;C0040; Orion Decor ;Franquia;V007;Gabriela Nunes;P0020;Perfil Porta 4m;Perfis de Alumínio;7;226.96;1588.71;9.77;155.23;1433.48;faturado;NF-106541;03 - DGlass;Loja;Venda futura;ConstruShow;cliente pediu urgência
PED-2025-06542;ITEM-06542;11/06/2025;2025-06-12;C0035;IMPERIAL OBRAS;Revenda;V008;Henrique M.;P0040;Espelho Prata 6mm;Espelhos;6; 273.70 ;1642.18;14.79;242.81;1399.37;FATURADO;NF-106542;01 - New Glass;Key Account;Venda;ERP;pedido refeito
PED-2025-06543;ITEM-06543; 02/02/2025 ;02/02/2025;;JBR Esquadrias;Representante;V001;ANA SOUZA;P0089;Box Articulado 200cm;Box Banheiro;1; 1075.36 ;1075.36;13.57;145.88;929,48;FATURADO;NF-106543;02 - Link Glass;WhatsApp;Venda;ERP;pedido refeito
PED-2026-06544;ITEM-06544;11-05-26;11/05/2026;C0038; Master Glass ;Revenda;V004;D. Rocha;P0098;Perfil Porta 4m;Perfis de Alumínio;5;240.02;1200.08;8.09%;R$ 97,10;1102.98;ABERTO;NF-106544;01 - New Glass;Representante;Venda;ERP;frete negociado
PED-2025-06545;ITEM-06545;10/10/2025;16-10-25;C0038;Master Glass;Revenda;V006;Felipe A.;P0022;Roldana Modelo 722;Ferragens;2;21.62;43.24;10.57;4.57;38.67;Faturado;NF-106545;1-NewGlass;Key Account;Venda;ERP;pedido refeito
PED-2025-06546;ITEM-06546;12/10/25;21/10/2025;C0016;Prime Glass;Consumidor Final;V004;Diego Rocha;P0074;Perfil Box 2m;Perfis de Alumínio;4;49.20;196,81;10.56;20.79;176.02;Dev. Total;NF-106546;03 - DGlass;E-commerce;Venda;Importação CSV;verificar comissão
PED-2025-06547;ITEM-06547;2025-12-22;22/12/2025;C0030;DGlass Parceiros;Franquia;V007;GABRIELA NUNES;P0154;Instalação 4;Serviços;1;276,20;276.20;9.16;25.30;250.90;devolvido parcial;NF-106547;01 - New Glass;E-commerce;Reposição;Planilha manual;devolução em análise
PED-2025-06548;ITEM-06548;2025-10-08;10/10/2025;;ZETA INTERIORES;Arquitetura;V006;FELIPE ALVES;P0114;Vidro Laminado Verde 6mm;Vidro Laminado;4;412.85;1651.38;;154,12;1497,26;DEV TOTAL;NF-106548;D-Glass;Representante;Reposição;ConstruShow;frete negociado
PED-2025-06549;ITEM-06549;14-12-25;18/12/2025;C0018; Rossi Engenharia ;Consumidor Final;V002;BRUNO LIMA;P0126;Puxador Modelo 475;Ferragens;1;R$ 146,75;146.75;;9,85;136.90;Faturado;NF-106549;02 - Link Glass;Venda Interna;Reposição;Importação CSV;
